code,name,sortorder,Mainpanel,uoanumber,uoaname,Profile,FTE,VeryGood,Good,Average,BelowAverage,unclassified,TOWN,LONGITUDE,LATITUDE,HWVeryGood,HWGood,HWAverage,HWBelowAverage,HWunclassified
10007137,University of Chichester,290,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Outputs,19,11.1,36.5,47.6,0,4.8,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Impact,19,53.3,36.7,10,0,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Environment,19,0,37.5,62.5,0,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Overall,19,18,37,42,0,3,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,29,English Language and Literature,Outputs,7.5,16.7,40,30,13.3,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,29,English Language and Literature,Impact,7.5,0,50,50,0,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,29,English Language and Literature,Environment,7.5,0,60,40,0,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,29,English Language and Literature,Overall,7.5,11,45,35,9,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,30,History,Outputs,7.5,11.5,30.8,53.9,3.8,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,30,History,Impact,7.5,0,20,80,0,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,30,History,Environment,7.5,10,40,50,0,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,30,History,Overall,7.5,9,30,59,2,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,35,"Music, Drama, Dance and Performing Arts",Outputs,11.7,20.9,21,23.2,30.2,4.7,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,35,"Music, Drama, Dance and Performing Arts",Impact,11.7,50,10,40,0,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,35,"Music, Drama, Dance and Performing Arts",Environment,11.7,0,30,60,10,0,CHICHESTER,-0.774409,50.844268,,,,,
10007137,University of Chichester,290,D,35,"Music, Drama, Dance and Performing Arts",Overall,11.7,24,20,32,21,3,CHICHESTER,-0.774409,50.844268,,,,,
10001478,City University London,300,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Outputs,67.6,14.9,57,23,3.7,1.4,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Impact,67.6,55,45,0,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Environment,67.6,50,50,0,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,67.6,28,54,15,2,1,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,A,4,"Psychology, Psychiatry and Neuroscience",Outputs,28,14,53.3,24.3,5.6,2.8,LONDON,-0.102296,51.527791,6.4,31.9,55.3,4.3,2.1
10001478,City University London,300,A,4,"Psychology, Psychiatry and Neuroscience",Impact,28,20,40,40,0,0,LONDON,-0.102296,51.527791,80,20,0,0,0
10001478,City University London,300,A,4,"Psychology, Psychiatry and Neuroscience",Environment,28,0,75,25,0,0,LONDON,-0.102296,51.527791,0,75,25,0,0
10001478,City University London,300,A,4,"Psychology, Psychiatry and Neuroscience",Overall,28,13,54,28,3,2,LONDON,-0.102296,51.527791,20,36,40,3,1
10001478,City University London,300,B,10,Mathematical Sciences,Outputs,16.05,17.1,62.9,18.6,1.4,0,LONDON,-0.102296,51.527791,21.9,60.7,17.1,0.3,0
10001478,City University London,300,B,10,Mathematical Sciences,Impact,16.05,40,40,20,0,0,LONDON,-0.102296,51.527791,30,54,16,0,0
10001478,City University London,300,B,10,Mathematical Sciences,Environment,16.05,0,45,55,0,0,LONDON,-0.102296,51.527791,60,40,0,0,0
10001478,City University London,300,B,10,Mathematical Sciences,Overall,16.05,19,56,24,1,0,LONDON,-0.102296,51.527791,29,56,15,0,0
10001478,City University London,300,B,11,Computer Science and Informatics,Outputs,32,10.5,47.6,38.7,3.2,0,LONDON,-0.102296,51.527791,12.1,53.8,27.5,6.6,0
10001478,City University London,300,B,11,Computer Science and Informatics,Impact,32,40,50,10,0,0,LONDON,-0.102296,51.527791,40,60,0,0,0
10001478,City University London,300,B,11,Computer Science and Informatics,Environment,32,0,40,60,0,0,LONDON,-0.102296,51.527791,50,50,0,0,0
10001478,City University London,300,B,11,Computer Science and Informatics,Overall,32,15,47,36,2,0,LONDON,-0.102296,51.527791,23,55,18,4,0
10001478,City University London,300,B,15,General Engineering,Outputs,53.6,10.4,72.6,14.6,1.5,0.9,LONDON,-0.102296,51.527791,21,70,8.4,0.3,0.3
10001478,City University London,300,B,15,General Engineering,Impact,53.6,13.3,66.7,20,0,0,LONDON,-0.102296,51.527791,60,38.1,1.9,0,0
10001478,City University London,300,B,15,General Engineering,Environment,53.6,0,60,40,0,0,LONDON,-0.102296,51.527791,70,30,0,0,0
10001478,City University London,300,B,15,General Engineering,Overall,53.6,9,70,19,1,1,LONDON,-0.102296,51.527791,36,58,6,0,0
10001478,City University London,300,C,18,Economics and Econometrics,Outputs,13.7,16.7,37,29.6,16.7,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,18,Economics and Econometrics,Impact,13.7,20,30,10,0,40,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,18,Economics and Econometrics,Environment,13.7,0,75,25,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,18,Economics and Econometrics,Overall,13.7,15,41,25,11,8,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,19,Business and Management Studies,Outputs,78.29,36.6,45.6,14.5,2.7,0.6,LONDON,-0.102296,51.527791,8.4,44.5,41.2,5.1,0.8
10001478,City University London,300,C,19,Business and Management Studies,Impact,78.29,60,26.7,13.3,0,0,LONDON,-0.102296,51.527791,18,82,0,0,0
10001478,City University London,300,C,19,Business and Management Studies,Environment,78.29,37.5,50,12.5,0,0,LONDON,-0.102296,51.527791,12.5,87.5,0,0,0
10001478,City University London,300,C,19,Business and Management Studies,Overall,78.29,41,43,14,2,0,LONDON,-0.102296,51.527791,11,58,27,3,1
10001478,City University London,300,C,20,Law,Outputs,20.5,18.8,39.2,36.2,5.8,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,20,Law,Impact,20.5,0,73.3,26.7,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,20,Law,Environment,20.5,12.5,75,12.5,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,20,Law,Overall,20.5,14,51,31,4,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,21,Politics and International Studies,Outputs,13.2,16.7,40.4,35.8,7.1,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,21,Politics and International Studies,Impact,13.2,0,80,20,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,21,Politics and International Studies,Environment,13.2,0,62.5,12.5,25,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,21,Politics and International Studies,Overall,13.2,11,51,30,8,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,23,Sociology,Outputs,21.6,14.3,48,33.8,3.9,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,23,Sociology,Impact,21.6,26.7,73.3,0,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,23,Sociology,Environment,21.6,0,87.5,12.5,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,C,23,Sociology,Overall,21.6,15,59,23,3,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,35,"Music, Drama, Dance and Performing Arts",Outputs,9.2,33.3,46.7,16.7,3.3,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,35,"Music, Drama, Dance and Performing Arts",Impact,9.2,40,60,0,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,35,"Music, Drama, Dance and Performing Arts",Environment,9.2,30,70,0,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,35,"Music, Drama, Dance and Performing Arts",Overall,9.2,34,53,11,2,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Outputs,24.6,22.1,45.3,27.3,3.2,2.1,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Impact,24.6,53.3,46.7,0,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Environment,24.6,50,40,10,0,0,LONDON,-0.102296,51.527791,,,,,
10001478,City University London,300,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Overall,24.6,33,44,20,2,1,LONDON,-0.102296,51.527791,,,,,
10007761,Courtauld Institute of Art,310,D,34,"Art and Design: History, Practice and Theory",Outputs,32.5,50,42.1,6.1,0,1.8,LONDON,-0.116912,51.510734,7.4,33.3,29.7,22.2,7.4
10007761,Courtauld Institute of Art,310,D,34,"Art and Design: History, Practice and Theory",Impact,32.5,40,60,0,0,0,LONDON,-0.116912,51.510734,90,10,0,0,0
10007761,Courtauld Institute of Art,310,D,34,"Art and Design: History, Practice and Theory",Environment,32.5,100,0,0,0,0,LONDON,-0.116912,51.510734,70,30,0,0,0
10007761,Courtauld Institute of Art,310,D,34,"Art and Design: History, Practice and Theory",Overall,32.5,56,39,4,0,1,LONDON,-0.116912,51.510734,33,28,20,14,5
10001726,Coventry University,320,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Outputs,17.6,20.3,72.9,6.8,0,0,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Impact,17.6,13.3,76.7,10,0,0,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Environment,17.6,25,75,0,0,0,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,17.6,20,74,6,0,0,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,A,4,"Psychology, Psychiatry and Neuroscience",Outputs,14,9.8,29.2,51.2,9.8,0,COVENTRY,-1.505713,52.408016,6.4,31.9,55.3,4.3,2.1
10001726,Coventry University,320,A,4,"Psychology, Psychiatry and Neuroscience",Impact,14,60,40,0,0,0,COVENTRY,-1.505713,52.408016,80,20,0,0,0
10001726,Coventry University,320,A,4,"Psychology, Psychiatry and Neuroscience",Environment,14,0,75,25,0,0,COVENTRY,-1.505713,52.408016,0,75,25,0,0
10001726,Coventry University,320,A,4,"Psychology, Psychiatry and Neuroscience",Overall,14,18,39,37,6,0,COVENTRY,-1.505713,52.408016,20,36,40,3,1
10001726,Coventry University,320,B,7,Earth Systems and Environmental Sciences,Outputs,10.4,12.2,42.9,38.8,6.1,0,COVENTRY,-1.505713,52.408016,4.9,60.7,29.5,4.9,0
10001726,Coventry University,320,B,7,Earth Systems and Environmental Sciences,Impact,10.4,0,70,30,0,0,COVENTRY,-1.505713,52.408016,13.3,86.7,0,0,0
10001726,Coventry University,320,B,7,Earth Systems and Environmental Sciences,Environment,10.4,0,15,75,10,0,COVENTRY,-1.505713,52.408016,0,100,0,0,0
10001726,Coventry University,320,B,7,Earth Systems and Environmental Sciences,Overall,10.4,8,44,43,5,0,COVENTRY,-1.505713,52.408016,6,72,19,3,0
10001726,Coventry University,320,B,10,Mathematical Sciences,Outputs,9,10.3,75.9,13.8,0,0,COVENTRY,-1.505713,52.408016,21.9,60.7,17.1,0.3,0
10001726,Coventry University,320,B,10,Mathematical Sciences,Impact,9,0,80,20,0,0,COVENTRY,-1.505713,52.408016,30,54,16,0,0
10001726,Coventry University,320,B,10,Mathematical Sciences,Environment,9,0,60,40,0,0,COVENTRY,-1.505713,52.408016,60,40,0,0,0
10001726,Coventry University,320,B,10,Mathematical Sciences,Overall,9,7,74,19,0,0,COVENTRY,-1.505713,52.408016,29,56,15,0,0
10001726,Coventry University,320,B,11,Computer Science and Informatics,Outputs,13,5,25,65,5,0,COVENTRY,-1.505713,52.408016,12.1,53.8,27.5,6.6,0
10001726,Coventry University,320,B,11,Computer Science and Informatics,Impact,13,10,90,0,0,0,COVENTRY,-1.505713,52.408016,40,60,0,0,0
10001726,Coventry University,320,B,11,Computer Science and Informatics,Environment,13,0,15,85,0,0,COVENTRY,-1.505713,52.408016,50,50,0,0,0
10001726,Coventry University,320,B,11,Computer Science and Informatics,Overall,13,5,37,55,3,0,COVENTRY,-1.505713,52.408016,23,55,18,4,0
10001726,Coventry University,320,B,15,General Engineering,Outputs,18.7,6,56.7,34.3,3,0,COVENTRY,-1.505713,52.408016,21,70,8.4,0.3,0.3
10001726,Coventry University,320,B,15,General Engineering,Impact,18.7,0,36.7,63.3,0,0,COVENTRY,-1.505713,52.408016,60,38.1,1.9,0,0
10001726,Coventry University,320,B,15,General Engineering,Environment,18.7,0,80,20,0,0,COVENTRY,-1.505713,52.408016,70,30,0,0,0
10001726,Coventry University,320,B,15,General Engineering,Overall,18.7,4,56,38,2,0,COVENTRY,-1.505713,52.408016,36,58,6,0,0
10001726,Coventry University,320,C,19,Business and Management Studies,Outputs,17,4.5,27.3,45.5,22.7,0,COVENTRY,-1.505713,52.408016,8.4,44.5,41.2,5.1,0.8
10001726,Coventry University,320,C,19,Business and Management Studies,Impact,17,40,60,0,0,0,COVENTRY,-1.505713,52.408016,18,82,0,0,0
10001726,Coventry University,320,C,19,Business and Management Studies,Environment,17,12.5,62.5,25,0,0,COVENTRY,-1.505713,52.408016,12.5,87.5,0,0,0
10001726,Coventry University,320,C,19,Business and Management Studies,Overall,17,13,39,33,15,0,COVENTRY,-1.505713,52.408016,11,58,27,3,1
10001726,Coventry University,320,C,21,Politics and International Studies,Outputs,18.7,3.2,16.2,38.7,38.7,3.2,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,C,21,Politics and International Studies,Impact,18.7,0,86.7,13.3,0,0,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,C,21,Politics and International Studies,Environment,18.7,0,12.5,62.5,25,0,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,C,21,Politics and International Studies,Overall,18.7,2,30,37,29,2,COVENTRY,-1.505713,52.408016,,,,,
10001726,Coventry University,320,D,34,"Art and Design: History, Practice and Theory",Outputs,34.45,9.7,46.3,38,5.3,0.7,COVENTRY,-1.505713,52.408016,7.4,33.3,29.7,22.2,7.4
10001726,Coventry University,320,D,34,"Art and Design: History, Practice and Theory",Impact,34.45,70,30,0,0,0,COVENTRY,-1.505713,52.408016,90,10,0,0,0
10001726,Coventry University,320,D,34,"Art and Design: History, Practice and Theory",Environment,34.45,70,30,0,0,0,COVENTRY,-1.505713,52.408016,70,30,0,0,0
10001726,Coventry University,320,D,34,"Art and Design: History, Practice and Theory",Overall,34.45,31,40,25,4,0,COVENTRY,-1.505713,52.408016,33,28,20,14,5
10007822,Cranfield University,330,A,6,"Agriculture, Veterinary and Food Science",Outputs,26.3,4.8,51.9,41.4,1.9,0,BEDFORD,-0.628735,52.073929,16.3,44.2,37.2,2.3,0
10007822,Cranfield University,330,A,6,"Agriculture, Veterinary and Food Science",Impact,26.3,60,40,0,0,0,BEDFORD,-0.628735,52.073929,60,40,0,0,0
10007822,Cranfield University,330,A,6,"Agriculture, Veterinary and Food Science",Environment,26.3,50,50,0,0,0,BEDFORD,-0.628735,52.073929,0,37.5,62.5,0,0
10007822,Cranfield University,330,A,6,"Agriculture, Veterinary and Food Science",Overall,26.3,23,49,27,1,0,BEDFORD,-0.628735,52.073929,23,42,34,1,0
10007822,Cranfield University,330,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Outputs,156.7,19.3,63,17.5,0.2,0,BEDFORD,-0.628735,52.073929,,,,,
10007822,Cranfield University,330,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Impact,156.7,31.2,45.3,23.5,0,0,BEDFORD,-0.628735,52.073929,,,,,
10007822,Cranfield University,330,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Environment,156.7,50,50,0,0,0,BEDFORD,-0.628735,52.073929,,,,,
10007822,Cranfield University,330,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,156.7,26,58,16,0,0,BEDFORD,-0.628735,52.073929,,,,,
10007822,Cranfield University,330,C,19,Business and Management Studies,Outputs,40.81,14.3,50.6,31.9,3.2,0,BEDFORD,-0.628735,52.073929,8.4,44.5,41.2,5.1,0.8
10007822,Cranfield University,330,C,19,Business and Management Studies,Impact,40.81,60,24,16,0,0,BEDFORD,-0.628735,52.073929,18,82,0,0,0
10007822,Cranfield University,330,C,19,Business and Management Studies,Environment,40.81,62.5,37.5,0,0,0,BEDFORD,-0.628735,52.073929,12.5,87.5,0,0,0
10007822,Cranfield University,330,C,19,Business and Management Studies,Overall,40.81,31,43,24,2,0,BEDFORD,-0.628735,52.073929,11,58,27,3,1
10006427,University for the Creative Arts,340,D,34,"Art and Design: History, Practice and Theory",Outputs,20.75,14.4,40.4,33.7,7.7,3.8,FARNHAM,-0.805496,51.215767,7.4,33.3,29.7,22.2,7.4
10006427,University for the Creative Arts,340,D,34,"Art and Design: History, Practice and Theory",Impact,20.75,40,50,10,0,0,FARNHAM,-0.805496,51.215767,90,10,0,0,0
10006427,University for the Creative Arts,340,D,34,"Art and Design: History, Practice and Theory",Environment,20.75,0,70,30,0,0,FARNHAM,-0.805496,51.215767,70,30,0,0,0
10006427,University for the Creative Arts,340,D,34,"Art and Design: History, Practice and Theory",Overall,20.75,17,47,29,5,2,FARNHAM,-0.805496,51.215767,33,28,20,14,5
10007842,University of Cumbria,360,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Outputs,3,-,-,-,-,-,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Impact,3,-,-,-,-,-,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Environment,3,-,-,-,-,-,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,3,7,42,45,6,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,17,"Geography, Environmental Studies and Archaeology",Outputs,6,0,14.3,61.9,23.8,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,17,"Geography, Environmental Studies and Archaeology",Impact,6,0,0,60,40,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,17,"Geography, Environmental Studies and Archaeology",Environment,6,0,0,50,50,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,17,"Geography, Environmental Studies and Archaeology",Overall,6,0,9,60,31,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,19,Business and Management Studies,Outputs,2.8,-,-,-,-,-,CARLISLE,-2.921482,54.891124,8.4,44.5,41.2,5.1,0.8
10007842,University of Cumbria,360,C,19,Business and Management Studies,Impact,2.8,-,-,-,-,-,CARLISLE,-2.921482,54.891124,18,82,0,0,0
10007842,University of Cumbria,360,C,19,Business and Management Studies,Environment,2.8,-,-,-,-,-,CARLISLE,-2.921482,54.891124,12.5,87.5,0,0,0
10007842,University of Cumbria,360,C,19,Business and Management Studies,Overall,2.8,12,30,43,11,4,CARLISLE,-2.921482,54.891124,11,58,27,3,1
10007842,University of Cumbria,360,C,25,Education,Outputs,4.72,0,29.4,64.7,5.9,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,25,Education,Impact,4.72,0,20,50,30,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,25,Education,Environment,4.72,0,0,0,87.5,12.5,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,25,Education,Overall,4.72,0,23,52,23,2,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Outputs,6,22.2,11.1,44.5,22.2,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Impact,6,0,0,80,20,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Environment,6,0,0,75,25,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Overall,6,14,8,56,22,0,CARLISLE,-2.921482,54.891124,,,,,
10007842,University of Cumbria,360,D,34,"Art and Design: History, Practice and Theory",Outputs,4.28,5.6,44.4,27.8,22.2,0,CARLISLE,-2.921482,54.891124,7.4,33.3,29.7,22.2,7.4
10007842,University of Cumbria,360,D,34,"Art and Design: History, Practice and Theory",Impact,4.28,20,70,10,0,0,CARLISLE,-2.921482,54.891124,90,10,0,0,0
10007842,University of Cumbria,360,D,34,"Art and Design: History, Practice and Theory",Environment,4.28,0,10,60,30,0,CARLISLE,-2.921482,54.891124,70,30,0,0,0
10007842,University of Cumbria,360,D,34,"Art and Design: History, Practice and Theory",Overall,4.28,8,44,29,19,0,CARLISLE,-2.921482,54.891124,33,28,20,14,5
10001883,De Montfort University,400,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Outputs,31.4,8,39.3,46.5,5.3,0.9,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Impact,31.4,40,30,30,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Environment,31.4,0,37.5,62.5,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,31.4,13,37,46,3,1,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,B,11,Computer Science and Informatics,Outputs,24.7,13.5,38.4,43.3,4.8,0,LEICESTER,-1.139356,52.631833,12.1,53.8,27.5,6.6,0
10001883,De Montfort University,400,B,11,Computer Science and Informatics,Impact,24.7,0,66.7,33.3,0,0,LEICESTER,-1.139356,52.631833,40,60,0,0,0
10001883,De Montfort University,400,B,11,Computer Science and Informatics,Environment,24.7,0,65,35,0,0,LEICESTER,-1.139356,52.631833,50,50,0,0,0
10001883,De Montfort University,400,B,11,Computer Science and Informatics,Overall,24.7,9,48,40,3,0,LEICESTER,-1.139356,52.631833,23,55,18,4,0
10001883,De Montfort University,400,B,15,General Engineering,Outputs,24.7,2.1,39,54.7,3.1,1.1,LEICESTER,-1.139356,52.631833,21,70,8.4,0.3,0.3
10001883,De Montfort University,400,B,15,General Engineering,Impact,24.7,0,36.7,50,13.3,0,LEICESTER,-1.139356,52.631833,60,38.1,1.9,0,0
10001883,De Montfort University,400,B,15,General Engineering,Environment,24.7,0,10,80,10,0,LEICESTER,-1.139356,52.631833,70,30,0,0,0
10001883,De Montfort University,400,B,15,General Engineering,Overall,24.7,1,35,57,6,1,LEICESTER,-1.139356,52.631833,36,58,6,0,0
10001883,De Montfort University,400,C,16,"Architecture, Built Environment and Planning",Outputs,14.1,31.3,34.3,23.5,10.9,0,LEICESTER,-1.139356,52.631833,23.1,42,28.6,6.3,0
10001883,De Montfort University,400,C,16,"Architecture, Built Environment and Planning",Impact,14.1,40,50,10,0,0,LEICESTER,-1.139356,52.631833,55.7,21.4,22.9,0,0
10001883,De Montfort University,400,C,16,"Architecture, Built Environment and Planning",Environment,14.1,12.5,50,37.5,0,0,LEICESTER,-1.139356,52.631833,62.5,37.5,0,0,0
10001883,De Montfort University,400,C,16,"Architecture, Built Environment and Planning",Overall,14.1,30,40,23,7,0,LEICESTER,-1.139356,52.631833,36,37,23,4,0
10001883,De Montfort University,400,C,19,Business and Management Studies,Outputs,21.7,8.5,47.6,35.4,8.5,0,LEICESTER,-1.139356,52.631833,8.4,44.5,41.2,5.1,0.8
10001883,De Montfort University,400,C,19,Business and Management Studies,Impact,21.7,50,23.3,26.7,0,0,LEICESTER,-1.139356,52.631833,18,82,0,0,0
10001883,De Montfort University,400,C,19,Business and Management Studies,Environment,21.7,0,87.5,12.5,0,0,LEICESTER,-1.139356,52.631833,12.5,87.5,0,0,0
10001883,De Montfort University,400,C,19,Business and Management Studies,Overall,21.7,16,48,30,6,0,LEICESTER,-1.139356,52.631833,11,58,27,3,1
10001883,De Montfort University,400,C,20,Law,Outputs,9.4,7.1,40.5,45.3,7.1,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,C,20,Law,Impact,9.4,0,40,40,20,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,C,20,Law,Environment,9.4,0,50,50,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,C,20,Law,Overall,9.4,5,41,45,9,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,C,22,Social Work and Social Policy,Outputs,20.1,10.7,34.6,44,10.7,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,C,22,Social Work and Social Policy,Impact,20.1,53.3,20,26.7,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,C,22,Social Work and Social Policy,Environment,20.1,0,0,100,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,C,22,Social Work and Social Policy,Overall,20.1,18,26,49,7,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,29,English Language and Literature,Outputs,13.2,21.8,36.4,29.1,10.9,1.8,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,29,English Language and Literature,Impact,13.2,40,60,0,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,29,English Language and Literature,Environment,13.2,0,90,10,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,29,English Language and Literature,Overall,13.2,22,49,21,7,1,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,30,History,Outputs,12.6,4,34,58,4,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,30,History,Impact,12.6,60,40,0,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,30,History,Environment,12.6,10,70,20,0,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,30,History,Overall,12.6,16,41,40,3,0,LEICESTER,-1.139356,52.631833,,,,,
10001883,De Montfort University,400,D,34,"Art and Design: History, Practice and Theory",Outputs,22.5,15.5,42.2,31,7.2,4.1,LEICESTER,-1.139356,52.631833,7.4,33.3,29.7,22.2,7.4
